ASSET_UID,LEGACY_ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,MIO_Inventory_Description,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments
ATAPL-67612-00044,ATAPL-67612-00044,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-44,N/A,20130326,6073,
ATAPL-67612-00045,ATAPL-67612-00045,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-45,N/A,20130326,6073,
ATAPL-67612-00046,ATAPL-67612-00046,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-46,N/A,20130326,6073,
ATAPL-67612-00047,ATAPL-67612-00047,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-47,N/A,20130326,6073,
ATAPL-67612-00048,ATAPL-67612-00048,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-48,N/A,20130326,6073,
ATAPL-67612-00049,ATAPL-67612-00049,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-49,N/A,20130404,6073,
ATAPL-67612-00050,ATAPL-67612-00050,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-50,N/A,20130405,6073,
ATAPL-67612-00051,ATAPL-67612-00051,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-51,N/A,20130405,6073,
ATAPL-67612-00052,ATAPL-67612-00052,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-52,N/A,20130405,6073,
ATAPL-67612-00053,ATAPL-67612-00053,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-53,N/A,20130416,6073,
ATAPL-67612-00054,ATAPL-67612-00054,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-54,N/A,20130416,6073,
ATAPL-67612-00055,ATAPL-67612-00055,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-55,N/A,20130416,6073,
ATAPL-67612-00056,ATAPL-67612-00056,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-56,N/A,20130416,6073,
ATAPL-67612-00057,ATAPL-67612-00057,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-57,N/A,20130416,6073,
ATAPL-67612-00058,ATAPL-67612-00058,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-58,N/A,20130416,6073,
ATAPL-67612-00059,ATAPL-67612-00059,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-59,N/A,20130313,6073,
ATAPL-67612-00060,ATAPL-67612-00060,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-60,N/A,20130313,6073,
ATAPL-67612-00061,ATAPL-67612-00061,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-61,N/A,20130313,6073,
ATAPL-67612-00062,ATAPL-67612-00062,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-62,N/A,20130313,6073,
ATAPL-67612-00063,ATAPL-67612-00063,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-63,N/A,20130313,6073,
ATAPL-67612-00064,ATAPL-67612-00064,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-64,N/A,20130508,6073,
ATAPL-67612-00065,ATAPL-67612-00065,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-65,N/A,20130508,6073,
ATAPL-67612-00066,ATAPL-67612-00066,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-66,N/A,20130508,6073,
ATAPL-67612-00067,ATAPL-67612-00067,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-67,N/A,20130508,6073,
ATAPL-67612-00068,ATAPL-67612-00068,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-68,N/A,20130510,6073,
ATAPL-67612-00069,ATAPL-67612-00069,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-69,N/A,20130510,6073,
ATAPL-67612-00070,ATAPL-67612-00070,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-70,N/A,20130510,6073,
ATAPL-67612-00071,ATAPL-67612-00071,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-71,N/A,20130510,6073,
ATAPL-67612-00072,ATAPL-67612-00072,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-72,N/A,20130520,6073,
ATAPL-67612-00073,ATAPL-67612-00073,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-73,N/A,20130520,6073,
ATAPL-67612-00074,ATAPL-67612-00074,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-74,N/A,20130520,6073,
ATAPL-67612-00075,ATAPL-67612-00075,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-75,N/A,20130520,6073,
ATAPL-67612-00076,ATAPL-67612-00076,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-76,N/A,20130612,6073,
ATAPL-67612-00077,ATAPL-67612-00077,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-77,N/A,20130612,6073,
ATAPL-67612-00078,ATAPL-67612-00078,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-78,N/A,20130612,6073,
ATAPL-67612-00079,ATAPL-67612-00079,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-79,N/A,20130612,6073,
ATAPL-67612-00080,ATAPL-67612-00080,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-80,N/A,20130619,6073,
ATAPL-67612-00081,ATAPL-67612-00081,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-81,N/A,20130626,6073,
ATAPL-67612-00082,ATAPL-67612-00082,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-82,N/A,20130619,6073,
ATAPL-67612-00083,ATAPL-67612-00083,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-83,N/A,20130619,6073,
ATAPL-67612-00084,ATAPL-67612-00084,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-84,N/A,20130626,6073,
ATAPL-67612-00085,ATAPL-67612-00085,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-85,N/A,20130626,6073,
ATAPL-67612-00086,ATAPL-67612-00086,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-86,N/A,20130626,6073,
ATAPL-67612-00087,ATAPL-67612-00087,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-87,N/A,20130626,6073,
ATAPL-67612-00088,ATAPL-67612-00088,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Jumper Assy,3M ROV Mateable Fixed to MHDXL Underwater Electrical Jumper Assy,Teledyne ODI,1069483,1069483-88,N/A,20130626,6073,
ATAPL-67612-00089,ATAPL-67612-00089,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-89,N/A,20130903,6073,
ATAPL-67612-00090,ATAPL-67612-00090,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-90,N/A,20130903,6073,
ATAPL-67612-00091,ATAPL-67612-00091,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-91,N/A,20130903,6073,
ATAPL-67612-00092,ATAPL-67612-00092,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-92,N/A,20130903,6073,
ATAPL-67612-00093,ATAPL-67612-00093,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-93,N/A,20130903,6073,
ATAPL-67612-00094,ATAPL-67612-00094,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-94,N/A,20130903,6073,
ATAPL-67612-00095,ATAPL-67612-00095,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-95,N/A,20130903,6073,
ATAPL-67612-00096,ATAPL-67612-00096,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-96,N/A,20130903,6073,
ATAPL-67612-00097,ATAPL-67612-00097,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-97,N/A,20130903,6073,
ATAPL-67612-00098,ATAPL-67612-00098,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-98,N/A,20130903,6073,
ATAPL-67612-00099,ATAPL-67612-00099,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-99,N/A,20130903,6073,
ATAPL-67612-00100,ATAPL-67612-00100,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-100,N/A,20130903,6073,
ATAPL-67612-00101,ATAPL-67612-00101,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-101,N/A,20130903,6073,
ATAPL-67612-00102,ATAPL-67612-00102,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-102,N/A,20130903,6073,
ATAPL-67612-00103,ATAPL-67612-00103,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-103,N/A,20130903,6073,
ATAPL-67612-00104,ATAPL-67612-00104,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-104,N/A,20130903,6073,
ATAPL-67612-00105,ATAPL-67612-00105,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-105,N/A,20130903,6073,
ATAPL-67612-00106,ATAPL-67612-00106,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-106,N/A,20130903,6073,
ATAPL-67612-00107,ATAPL-67612-00107,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-107,N/A,20130909,6073,
ATAPL-67612-00108,ATAPL-67612-00108,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-108,N/A,20130909,6073,
ATAPL-67612-00109,ATAPL-67612-00109,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-109,N/A,20130909,6073,
ATAPL-67612-00110,ATAPL-67612-00110,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-110,N/A,20130909,6073,
ATAPL-67612-00111,ATAPL-67612-00111,,,,,,,,,,,Missing from inventory
ATAPL-67612-00112,ATAPL-67612-00112,,,,,,,,,,,Missing from inventory
ATAPL-67612-00113,ATAPL-67612-00113,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-113,N/A,20140828,6073,
ATAPL-67612-00114,ATAPL-67612-00114,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-114,N/A,20140711,6073,
ATAPL-67612-00115,ATAPL-67612-00115,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-115,N/A,20140711,6073,
ATAPL-67612-00116,ATAPL-67612-00116,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-116,N/A,20140711,6073,
ATAPL-67612-00117,ATAPL-67612-00117,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-117,N/A,20140722,6073,
ATAPL-67612-00118,ATAPL-67612-00118,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-118,N/A,20140722,6073,
ATAPL-67612-00119,ATAPL-67612-00119,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-119,N/A,20140711,6073,
ATAPL-67612-00120,ATAPL-67612-00120,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-120,N/A,20140711,6073,
ATAPL-67612-00121,ATAPL-67612-00121,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-121,N/A,20140722,6073,
ATAPL-67612-00122,ATAPL-67612-00122,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-122,N/A,20140711,6073,
ATAPL-67612-00123,ATAPL-67612-00123,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-123,N/A,20150605,6073,
ATAPL-67612-00124,ATAPL-67612-00124,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-124,N/A,20140725,6073,
ATAPL-67612-00125,ATAPL-67612-00125,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-125,N/A,20150610,6073,
ATAPL-67612-00126,ATAPL-67612-00126,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-126,N/A,20150407,6073,
ATAPL-67612-00127,ATAPL-67612-00127,,,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,3M ROV Mateable Fixed to MHDXL Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1069483,1069483-127,N/A,20150407,6073,
